Geno,Loc,Year,Env,Block,y
G29,Loc05,Year3,Loc05_Year3,Blk1,17.38285278
G29,Loc05,Year3,Loc05_Year3,Blk2,12.04276398
G29,Loc05,Year3,Loc05_Year3,Blk3,14.09483049
G29,Loc05,Year4,Loc05_Year4,Blk1,10.79177533
G29,Loc05,Year4,Loc05_Year4,Blk2,8.505697769
G29,Loc05,Year4,Loc05_Year4,Blk3,15.82096753
G29,Loc05,Year5,Loc05_Year5,Blk1,11.95759169
G29,Loc05,Year5,Loc05_Year5,Blk2,10.07064964
G29,Loc05,Year5,Loc05_Year5,Blk3,13.50232467
G30,Loc05,Year1,Loc05_Year1,Blk1,15.91945289
G30,Loc05,Year1,Loc05_Year1,Blk2,12.95343605
G30,Loc05,Year1,Loc05_Year1,Blk3,10.53932554
G30,Loc05,Year2,Loc05_Year2,Blk1,13.01150764
G30,Loc05,Year2,Loc05_Year2,Blk2,10.4395984
G30,Loc05,Year2,Loc05_Year2,Blk3,12.69884982
G30,Loc05,Year3,Loc05_Year3,Blk1,13.54490646
G30,Loc05,Year3,Loc05_Year3,Blk2,12.08304422
G30,Loc05,Year3,Loc05_Year3,Blk3,12.12908764
G30,Loc05,Year4,Loc05_Year4,Blk1,16.29517725
G30,Loc05,Year4,Loc05_Year4,Blk2,13.1322536
G30,Loc05,Year4,Loc05_Year4,Blk3,12.03551152
G30,Loc05,Year5,Loc05_Year5,Blk1,10.99986808
G30,Loc05,Year5,Loc05_Year5,Blk2,10.28944763
G30,Loc05,Year5,Loc05_Year5,Blk3,13.07477346
G01,Loc06,Year1,Loc06_Year1,Blk1,12.58711703
G01,Loc06,Year1,Loc06_Year1,Blk2,15.06299745
G01,Loc06,Year1,Loc06_Year1,Blk3,10.30504445
G01,Loc06,Year2,Loc06_Year2,Blk1,10.8364871
G01,Loc06,Year2,Loc06_Year2,Blk2,12.24620169
G01,Loc06,Year2,Loc06_Year2,Blk3,14.47017367
G01,Loc06,Year3,Loc06_Year3,Blk1,11.79026257
G01,Loc06,Year3,Loc06_Year3,Blk2,12.0022343
G01,Loc06,Year3,Loc06_Year3,Blk3,11.39412986
G01,Loc06,Year4,Loc06_Year4,Blk1,15.64019531
G01,Loc06,Year4,Loc06_Year4,Blk2,11.86550944
G01,Loc06,Year4,Loc06_Year4,Blk3,13.33251942
G01,Loc06,Year5,Loc06_Year5,Blk1,13.46105429
G01,Loc06,Year5,Loc06_Year5,Blk2,14.48194368
G01,Loc06,Year5,Loc06_Year5,Blk3,13.64944104
G02,Loc06,Year1,Loc06_Year1,Blk1,11.83332286
G02,Loc06,Year1,Loc06_Year1,Blk2,14.83183528
G02,Loc06,Year1,Loc06_Year1,Blk3,9.858945827
G02,Loc06,Year2,Loc06_Year2,Blk1,13.17804494
G02,Loc06,Year2,Loc06_Year2,Blk2,14.95484677
G02,Loc06,Year2,Loc06_Year2,Blk3,12.39934629
G02,Loc06,Year3,Loc06_Year3,Blk1,14.13836242
G02,Loc06,Year3,Loc06_Year3,Blk2,11.23027616
G02,Loc06,Year3,Loc06_Year3,Blk3,11.33554388
G02,Loc06,Year4,Loc06_Year4,Blk1,13.54010358
G02,Loc06,Year4,Loc06_Year4,Blk2,13.2521354
G02,Loc06,Year4,Loc06_Year4,Blk3,15.14226774
G02,Loc06,Year5,Loc06_Year5,Blk1,12.85881953
G02,Loc06,Year5,Loc06_Year5,Blk2,10.55396357
G02,Loc06,Year5,Loc06_Year5,Blk3,15.23606233
G03,Loc06,Year1,Loc06_Year1,Blk1,16.07395789
G03,Loc06,Year1,Loc06_Year1,Blk2,11.26585582
G03,Loc06,Year1,Loc06_Year1,Blk3,12.33641355
G03,Loc06,Year2,Loc06_Year2,Blk1,15.09888945
G03,Loc06,Year2,Loc06_Year2,Blk2,10.99776618
G03,Loc06,Year2,Loc06_Year2,Blk3,10.92681845
G03,Loc06,Year3,Loc06_Year3,Blk1,16.88661754
G03,Loc06,Year3,Loc06_Year3,Blk2,12.52379081
G03,Loc06,Year3,Loc06_Year3,Blk3,11.06057555
G03,Loc06,Year4,Loc06_Year4,Blk1,16.59870918
G03,Loc06,Year4,Loc06_Year4,Blk2,11.49319653
G03,Loc06,Year4,Loc06_Year4,Blk3,15.80545982
G03,Loc06,Year5,Loc06_Year5,Blk1,13.24539021
G03,Loc06,Year5,Loc06_Year5,Blk2,9.743452292
G03,Loc06,Year5,Loc06_Year5,Blk3,16.75192693
G04,Loc06,Year1,Loc06_Year1,Blk1,10.22869918
G04,Loc06,Year1,Loc06_Year1,Blk2,10.62684399
G04,Loc06,Year1,Loc06_Year1,Blk3,10.88205485
G04,Loc06,Year2,Loc06_Year2,Blk1,12.0501
G04,Loc06,Year2,Loc06_Year2,Blk2,15.87730535
G04,Loc06,Year2,Loc06_Year2,Blk3,16.47536446
G04,Loc06,Year3,Loc06_Year3,Blk1,14.30906785
G04,Loc06,Year3,Loc06_Year3,Blk2,15.86614109
G04,Loc06,Year3,Loc06_Year3,Blk3,15.29317679
G04,Loc06,Year4,Loc06_Year4,Blk1,14.43763801
G04,Loc06,Year4,Loc06_Year4,Blk2,18.20814078
G04,Loc06,Year4,Loc06_Year4,Blk3,15.7643916
G04,Loc06,Year5,Loc06_Year5,Blk1,12.68001063
G04,Loc06,Year5,Loc06_Year5,Blk2,15.65161006
G04,Loc06,Year5,Loc06_Year5,Blk3,13.74017992
G05,Loc06,Year1,Loc06_Year1,Blk1,10.83615195
G05,Loc06,Year1,Loc06_Year1,Blk2,11.45646702
G05,Loc06,Year1,Loc06_Year1,Blk3,13.36123302
G05,Loc06,Year2,Loc06_Year2,Blk1,13.81031487
G05,Loc06,Year2,Loc06_Year2,Blk2,14.85701336
G05,Loc06,Year2,Loc06_Year2,Blk3,11.45296591
G05,Loc06,Year3,Loc06_Year3,Blk1,12.57587516
G05,Loc06,Year3,Loc06_Year3,Blk2,14.46346952
G05,Loc06,Year3,Loc06_Year3,Blk3,12.19249865
G05,Loc06,Year4,Loc06_Year4,Blk1,14.7079519
G05,Loc06,Year4,Loc06_Year4,Blk2,14.35526949
G05,Loc06,Year4,Loc06_Year4,Blk3,15.05957713
G05,Loc06,Year5,Loc06_Year5,Blk1,12.08720732
G05,Loc06,Year5,Loc06_Year5,Blk2,12.86442965
G05,Loc06,Year5,Loc06_Year5,Blk3,11.91248802
G06,Loc06,Year1,Loc06_Year1,Blk1,13.0763065
G06,Loc06,Year1,Loc06_Year1,Blk2,11.29828645
G06,Loc06,Year1,Loc06_Year1,Blk3,13.24725583
G06,Loc06,Year2,Loc06_Year2,Blk1,17.63926784
G06,Loc06,Year2,Loc06_Year2,Blk2,9.580659962
G06,Loc06,Year2,Loc06_Year2,Blk3,15.72755938
G06,Loc06,Year3,Loc06_Year3,Blk1,14.94766767
G06,Loc06,Year3,Loc06_Year3,Blk2,13.03772885
G06,Loc06,Year3,Loc06_Year3,Blk3,14.49762551
G06,Loc06,Year4,Loc06_Year4,Blk1,16.52303112
G06,Loc06,Year4,Loc06_Year4,Blk2,13.49228172
G06,Loc06,Year4,Loc06_Year4,Blk3,13.22436766
G06,Loc06,Year5,Loc06_Year5,Blk1,12.72579709
G06,Loc06,Year5,Loc06_Year5,Blk2,11.60964427
G06,Loc06,Year5,Loc06_Year5,Blk3,11.27829116
G07,Loc06,Year1,Loc06_Year1,Blk1,12.83646247
G07,Loc06,Year1,Loc06_Year1,Blk2,11.96681903
G07,Loc06,Year1,Loc06_Year1,Blk3,10.80225078
G07,Loc06,Year2,Loc06_Year2,Blk1,13.52182495
G07,Loc06,Year2,Loc06_Year2,Blk2,13.78176521
G07,Loc06,Year2,Loc06_Year2,Blk3,12.10842057
G07,Loc06,Year3,Loc06_Year3,Blk1,17.09835712
G07,Loc06,Year3,Loc06_Year3,Blk2,12.42548479
G07,Loc06,Year3,Loc06_Year3,Blk3,11.63013762
G07,Loc06,Year4,Loc06_Year4,Blk1,13.23316307
G07,Loc06,Year4,Loc06_Year4,Blk2,13.41277971
G07,Loc06,Year4,Loc06_Year4,Blk3,13.51726184
G07,Loc06,Year5,Loc06_Year5,Blk1,14.88908986
G07,Loc06,Year5,Loc06_Year5,Blk2,15.93548428
G07,Loc06,Year5,Loc06_Year5,Blk3,12.05760426
G08,Loc06,Year1,Loc06_Year1,Blk1,12.5136848
G08,Loc06,Year1,Loc06_Year1,Blk2,9.495241135
G08,Loc06,Year1,Loc06_Year1,Blk3,12.17290114
G08,Loc06,Year2,Loc06_Year2,Blk1,11.42058495
G08,Loc06,Year2,Loc06_Year2,Blk2,11.52108319
G08,Loc06,Year2,Loc06_Year2,Blk3,13.56781452
G08,Loc06,Year3,Loc06_Year3,Blk1,10.79086117
G08,Loc06,Year3,Loc06_Year3,Blk2,8.510974965
G08,Loc06,Year3,Loc06_Year3,Blk3,13.58791885
G08,Loc06,Year4,Loc06_Year4,Blk1,13.01053892
G08,Loc06,Year4,Loc06_Year4,Blk2,13.38240022
G08,Loc06,Year4,Loc06_Year4,Blk3,15.54540908
G08,Loc06,Year5,Loc06_Year5,Blk1,12.7464057
G08,Loc06,Year5,Loc06_Year5,Blk2,12.76146084
G08,Loc06,Year5,Loc06_Year5,Blk3,14.77064143
G09,Loc06,Year1,Loc06_Year1,Blk1,15.00092859
G09,Loc06,Year1,Loc06_Year1,Blk2,10.86137932
G09,Loc06,Year1,Loc06_Year1,Blk3,14.90875941
G09,Loc06,Year2,Loc06_Year2,Blk1,18.01134969
G09,Loc06,Year2,Loc06_Year2,Blk2,11.37886015
G09,Loc06,Year2,Loc06_Year2,Blk3,12.80660592
G09,Loc06,Year3,Loc06_Year3,Blk1,13.0367249
G09,Loc06,Year3,Loc06_Year3,Blk2,9.327857857
G09,Loc06,Year3,Loc06_Year3,Blk3,11.00788325
G09,Loc06,Year4,Loc06_Year4,Blk1,15.67221712
G09,Loc06,Year4,Loc06_Year4,Blk2,14.26484633
G09,Loc06,Year4,Loc06_Year4,Blk3,16.08403966
G09,Loc06,Year5,Loc06_Year5,Blk1,13.49921021
G09,Loc06,Year5,Loc06_Year5,Blk2,13.22587432
G09,Loc06,Year5,Loc06_Year5,Blk3,12.93542554
G10,Loc06,Year1,Loc06_Year1,Blk1,13.77043991
G10,Loc06,Year1,Loc06_Year1,Blk2,13.82044794
G10,Loc06,Year1,Loc06_Year1,Blk3,8.612569901
G10,Loc06,Year2,Loc06_Year2,Blk1,16.38864284
G10,Loc06,Year2,Loc06_Year2,Blk2,13.54344632
G10,Loc06,Year2,Loc06_Year2,Blk3,14.81808452
G10,Loc06,Year3,Loc06_Year3,Blk1,15.26522148
G10,Loc06,Year3,Loc06_Year3,Blk2,9.283321585
G10,Loc06,Year3,Loc06_Year3,Blk3,17.68330216
G10,Loc06,Year4,Loc06_Year4,Blk1,18.97936329
G10,Loc06,Year4,Loc06_Year4,Blk2,11.44535444
G10,Loc06,Year4,Loc06_Year4,Blk3,12.40050203
G10,Loc06,Year5,Loc06_Year5,Blk1,15.37560682
G10,Loc06,Year5,Loc06_Year5,Blk2,10.60452167
G10,Loc06,Year5,Loc06_Year5,Blk3,11.71022241
G11,Loc06,Year1,Loc06_Year1,Blk1,17.11561644
G11,Loc06,Year1,Loc06_Year1,Blk2,12.04569274
G11,Loc06,Year1,Loc06_Year1,Blk3,12.13920111
G11,Loc06,Year2,Loc06_Year2,Blk1,11.89058279
G11,Loc06,Year2,Loc06_Year2,Blk2,10.82803902
G11,Loc06,Year2,Loc06_Year2,Blk3,9.80254232
G11,Loc06,Year3,Loc06_Year3,Blk1,15.70136435
G11,Loc06,Year3,Loc06_Year3,Blk2,9.150565576
G11,Loc06,Year3,Loc06_Year3,Blk3,7.408713151
G11,Loc06,Year4,Loc06_Year4,Blk1,12.05081809
G11,Loc06,Year4,Loc06_Year4,Blk2,12.24051489
G11,Loc06,Year4,Loc06_Year4,Blk3,13.60686411
G11,Loc06,Year5,Loc06_Year5,Blk1,12.37297715
G11,Loc06,Year5,Loc06_Year5,Blk2,8.741824305
G11,Loc06,Year5,Loc06_Year5,Blk3,10.39715899
G12,Loc06,Year1,Loc06_Year1,Blk1,15.48505406
G12,Loc06,Year1,Loc06_Year1,Blk2,18.11230324
G12,Loc06,Year1,Loc06_Year1,Blk3,14.05836957
G12,Loc06,Year2,Loc06_Year2,Blk1,8.592357262
G12,Loc06,Year2,Loc06_Year2,Blk2,11.93553914
G12,Loc06,Year2,Loc06_Year2,Blk3,9.214188951
G12,Loc06,Year3,Loc06_Year3,Blk1,14.92535813
G12,Loc06,Year3,Loc06_Year3,Blk2,10.84458549
G12,Loc06,Year3,Loc06_Year3,Blk3,10.71822442
G12,Loc06,Year4,Loc06_Year4,Blk1,17.13716252
G12,Loc06,Year4,Loc06_Year4,Blk2,13.35834137
G12,Loc06,Year4,Loc06_Year4,Blk3,12.31431936
G12,Loc06,Year5,Loc06_Year5,Blk1,7.817651695
G12,Loc06,Year5,Loc06_Year5,Blk2,10.81429658
G12,Loc06,Year5,Loc06_Year5,Blk3,11.67843874
G13,Loc06,Year1,Loc06_Year1,Blk1,13.59439847
G13,Loc06,Year1,Loc06_Year1,Blk2,14.82558463
G13,Loc06,Year1,Loc06_Year1,Blk3,13.04265818
G13,Loc06,Year2,Loc06_Year2,Blk1,12.42313216
G13,Loc06,Year2,Loc06_Year2,Blk2,13.94447098
G13,Loc06,Year2,Loc06_Year2,Blk3,13.20186355
G13,Loc06,Year3,Loc06_Year3,Blk1,11.11314922
G13,Loc06,Year3,Loc06_Year3,Blk2,13.16496942
G13,Loc06,Year3,Loc06_Year3,Blk3,14.52334433
G13,Loc06,Year4,Loc06_Year4,Blk1,17.59221369
G13,Loc06,Year4,Loc06_Year4,Blk2,13.79913173
G13,Loc06,Year4,Loc06_Year4,Blk3,17.15688474
G13,Loc06,Year5,Loc06_Year5,Blk1,7.936416672
G13,Loc06,Year5,Loc06_Year5,Blk2,12.8044657
G13,Loc06,Year5,Loc06_Year5,Blk3,11.18080407
G14,Loc06,Year1,Loc06_Year1,Blk1,13.83648288
G14,Loc06,Year1,Loc06_Year1,Blk2,11.59668167
G14,Loc06,Year1,Loc06_Year1,Blk3,18.1170513
G14,Loc06,Year2,Loc06_Year2,Blk1,12.31806615
G14,Loc06,Year2,Loc06_Year2,Blk2,10.00768659
G14,Loc06,Year2,Loc06_Year2,Blk3,10.69276567
G14,Loc06,Year3,Loc06_Year3,Blk1,11.05562193
G14,Loc06,Year3,Loc06_Year3,Blk2,15.05336443
G14,Loc06,Year3,Loc06_Year3,Blk3,13.21055385
G14,Loc06,Year4,Loc06_Year4,Blk1,13.41529442
G14,Loc06,Year4,Loc06_Year4,Blk2,14.0566391
G14,Loc06,Year4,Loc06_Year4,Blk3,13.18637786
G14,Loc06,Year5,Loc06_Year5,Blk1,9.048074345
G14,Loc06,Year5,Loc06_Year5,Blk2,14.20805216
G14,Loc06,Year5,Loc06_Year5,Blk3,13.87606419
G15,Loc06,Year1,Loc06_Year1,Blk1,14.67312782
G15,Loc06,Year1,Loc06_Year1,Blk2,15.00613016
G15,Loc06,Year1,Loc06_Year1,Blk3,15.69389003
G15,Loc06,Year2,Loc06_Year2,Blk1,9.897867241
G15,Loc06,Year2,Loc06_Year2,Blk2,12.55163215
G15,Loc06,Year2,Loc06_Year2,Blk3,11.11339234
G15,Loc06,Year3,Loc06_Year3,Blk1,12.05438799
G15,Loc06,Year3,Loc06_Year3,Blk2,9.082978394
G15,Loc06,Year3,Loc06_Year3,Blk3,13.843811
G15,Loc06,Year4,Loc06_Year4,Blk1,15.95041333
G15,Loc06,Year4,Loc06_Year4,Blk2,16.07100328
G15,Loc06,Year4,Loc06_Year4,Blk3,8.948069003
G15,Loc06,Year5,Loc06_Year5,Blk1,8.780110894
G15,Loc06,Year5,Loc06_Year5,Blk2,13.44148684
G15,Loc06,Year5,Loc06_Year5,Blk3,12.06978223
G16,Loc06,Year1,Loc06_Year1,Blk1,15.68684865
G16,Loc06,Year1,Loc06_Year1,Blk2,13.52814198
G16,Loc06,Year1,Loc06_Year1,Blk3,15.91603557
G16,Loc06,Year2,Loc06_Year2,Blk1,11.66105782
G16,Loc06,Year2,Loc06_Year2,Blk2,14.72139494
G16,Loc06,Year2,Loc06_Year2,Blk3,13.65386146
G16,Loc06,Year3,Loc06_Year3,Blk1,11.23196315
G16,Loc06,Year3,Loc06_Year3,Blk2,11.93737918
G16,Loc06,Year3,Loc06_Year3,Blk3,11.52353491
G16,Loc06,Year4,Loc06_Year4,Blk1,11.51654787
G16,Loc06,Year4,Loc06_Year4,Blk2,10.37344886
G16,Loc06,Year4,Loc06_Year4,Blk3,16.20958264
G16,Loc06,Year5,Loc06_Year5,Blk1,13.05595788
G16,Loc06,Year5,Loc06_Year5,Blk2,12.45167637
G16,Loc06,Year5,Loc06_Year5,Blk3,10.85126301
G17,Loc06,Year1,Loc06_Year1,Blk1,12.97605884
G17,Loc06,Year1,Loc06_Year1,Blk2,14.79806178
G17,Loc06,Year1,Loc06_Year1,Blk3,14.27750548
G17,Loc06,Year2,Loc06_Year2,Blk1,12.50192447
G17,Loc06,Year2,Loc06_Year2,Blk2,15.15145639
G17,Loc06,Year2,Loc06_Year2,Blk3,9.987539659
G17,Loc06,Year3,Loc06_Year3,Blk1,14.18277649
G17,Loc06,Year3,Loc06_Year3,Blk2,13.61852866
G17,Loc06,Year3,Loc06_Year3,Blk3,10.90078244
G17,Loc06,Year4,Loc06_Year4,Blk1,14.7182709
G17,Loc06,Year4,Loc06_Year4,Blk2,12.72729886
G17,Loc06,Year4,Loc06_Year4,Blk3,13.64174278
G17,Loc06,Year5,Loc06_Year5,Blk1,9.349808342
G17,Loc06,Year5,Loc06_Year5,Blk2,13.34870969
G17,Loc06,Year5,Loc06_Year5,Blk3,12.43765808
G18,Loc06,Year1,Loc06_Year1,Blk1,16.69403939
G18,Loc06,Year1,Loc06_Year1,Blk2,13.28512441
G18,Loc06,Year1,Loc06_Year1,Blk3,14.66795495
G18,Loc06,Year2,Loc06_Year2,Blk1,12.14934647
G18,Loc06,Year2,Loc06_Year2,Blk2,12.49377879
G18,Loc06,Year2,Loc06_Year2,Blk3,13.71696038
G18,Loc06,Year3,Loc06_Year3,Blk1,9.204085378
G18,Loc06,Year3,Loc06_Year3,Blk2,7.839348956
G18,Loc06,Year3,Loc06_Year3,Blk3,15.25838193
G18,Loc06,Year4,Loc06_Year4,Blk1,14.38593762
G18,Loc06,Year4,Loc06_Year4,Blk2,13.82859679
G18,Loc06,Year4,Loc06_Year4,Blk3,10.96649634
G18,Loc06,Year5,Loc06_Year5,Blk1,12.78411583
G18,Loc06,Year5,Loc06_Year5,Blk2,11.51687697
G18,Loc06,Year5,Loc06_Year5,Blk3,11.18159648
G19,Loc06,Year1,Loc06_Year1,Blk1,14.55104336
G19,Loc06,Year1,Loc06_Year1,Blk2,12.91214153
G19,Loc06,Year1,Loc06_Year1,Blk3,15.66308143
G19,Loc06,Year2,Loc06_Year2,Blk1,14.50221108
G19,Loc06,Year2,Loc06_Year2,Blk2,9.147744508
G19,Loc06,Year2,Loc06_Year2,Blk3,13.96275101
G19,Loc06,Year3,Loc06_Year3,Blk1,12.13473577
G19,Loc06,Year3,Loc06_Year3,Blk2,13.52981286
G19,Loc06,Year3,Loc06_Year3,Blk3,16.79037018
G19,Loc06,Year4,Loc06_Year4,Blk1,15.47786166
G19,Loc06,Year4,Loc06_Year4,Blk2,15.05039084
G19,Loc06,Year4,Loc06_Year4,Blk3,12.06845316
G19,Loc06,Year5,Loc06_Year5,Blk1,12.41849677
G19,Loc06,Year5,Loc06_Year5,Blk2,9.871400141
G19,Loc06,Year5,Loc06_Year5,Blk3,13.08587792
G20,Loc06,Year1,Loc06_Year1,Blk1,18.44996896
G20,Loc06,Year1,Loc06_Year1,Blk2,17.25392119
G20,Loc06,Year1,Loc06_Year1,Blk3,14.2361462
G20,Loc06,Year2,Loc06_Year2,Blk1,13.96980979
G20,Loc06,Year2,Loc06_Year2,Blk2,13.70888244
G20,Loc06,Year2,Loc06_Year2,Blk3,11.49597941
G20,Loc06,Year3,Loc06_Year3,Blk1,15.41759619
G20,Loc06,Year3,Loc06_Year3,Blk2,11.52193354
G20,Loc06,Year3,Loc06_Year3,Blk3,12.24935189
G20,Loc06,Year4,Loc06_Year4,Blk1,15.02270435
G20,Loc06,Year4,Loc06_Year4,Blk2,13.8633398
G20,Loc06,Year4,Loc06_Year4,Blk3,15.50305524
G20,Loc06,Year5,Loc06_Year5,Blk1,10.91807172
G20,Loc06,Year5,Loc06_Year5,Blk2,10.71549335
G20,Loc06,Year5,Loc06_Year5,Blk3,10.9111037
G21,Loc06,Year1,Loc06_Year1,Blk1,13.06025188
G21,Loc06,Year1,Loc06_Year1,Blk2,11.13765715
G21,Loc06,Year1,Loc06_Year1,Blk3,14.98648657
G21,Loc06,Year2,Loc06_Year2,Blk1,13.75829423
G21,Loc06,Year2,Loc06_Year2,Blk2,9.881830297
G21,Loc06,Year2,Loc06_Year2,Blk3,10.15017664
G21,Loc06,Year3,Loc06_Year3,Blk1,12.10522731
G21,Loc06,Year3,Loc06_Year3,Blk2,14.18673769
G21,Loc06,Year3,Loc06_Year3,Blk3,12.84894854
G21,Loc06,Year4,Loc06_Year4,Blk1,10.99235097
G21,Loc06,Year4,Loc06_Year4,Blk2,14.02117408
G21,Loc06,Year4,Loc06_Year4,Blk3,10.53211905
G21,Loc06,Year5,Loc06_Year5,Blk1,9.412351793
G21,Loc06,Year5,Loc06_Year5,Blk2,10.49998621
G21,Loc06,Year5,Loc06_Year5,Blk3,9.011106038
G22,Loc06,Year1,Loc06_Year1,Blk1,11.66037331
G22,Loc06,Year1,Loc06_Year1,Blk2,14.72054359
G22,Loc06,Year1,Loc06_Year1,Blk3,11.58703252
G22,Loc06,Year2,Loc06_Year2,Blk1,15.88761596
G22,Loc06,Year2,Loc06_Year2,Blk2,12.12502361
G22,Loc06,Year2,Loc06_Year2,Blk3,11.29098818
G22,Loc06,Year3,Loc06_Year3,Blk1,10.9842771
G22,Loc06,Year3,Loc06_Year3,Blk2,11.63087649
G22,Loc06,Year3,Loc06_Year3,Blk3,15.01487956
G22,Loc06,Year4,Loc06_Year4,Blk1,11.94285646
G22,Loc06,Year4,Loc06_Year4,Blk2,10.30199457
G22,Loc06,Year4,Loc06_Year4,Blk3,12.72750103
G22,Loc06,Year5,Loc06_Year5,Blk1,7.772970634
G22,Loc06,Year5,Loc06_Year5,Blk2,8.78351628
G22,Loc06,Year5,Loc06_Year5,Blk3,9.478829526
G23,Loc06,Year1,Loc06_Year1,Blk1,14.93703083
G23,Loc06,Year1,Loc06_Year1,Blk2,15.65895337
G23,Loc06,Year1,Loc06_Year1,Blk3,13.35196419
G23,Loc06,Year2,Loc06_Year2,Blk1,14.83221171
G23,Loc06,Year2,Loc06_Year2,Blk2,12.28141779
G23,Loc06,Year2,Loc06_Year2,Blk3,14.70944467
G23,Loc06,Year3,Loc06_Year3,Blk1,18.67937066
G23,Loc06,Year3,Loc06_Year3,Blk2,15.01698316
G23,Loc06,Year3,Loc06_Year3,Blk3,14.55426737
G23,Loc06,Year4,Loc06_Year4,Blk1,14.1422479
G23,Loc06,Year4,Loc06_Year4,Blk2,12.26445996
G23,Loc06,Year4,Loc06_Year4,Blk3,9.522181304
G23,Loc06,Year5,Loc06_Year5,Blk1,10.12648917
G23,Loc06,Year5,Loc06_Year5,Blk2,15.52983992
G23,Loc06,Year5,Loc06_Year5,Blk3,13.06020865
G24,Loc06,Year1,Loc06_Year1,Blk1,12.53365221
G24,Loc06,Year1,Loc06_Year1,Blk2,15.73620898
G24,Loc06,Year1,Loc06_Year1,Blk3,12.50404811
G24,Loc06,Year2,Loc06_Year2,Blk1,12.347905
G24,Loc06,Year2,Loc06_Year2,Blk2,14.85939054
G24,Loc06,Year2,Loc06_Year2,Blk3,13.0014433
G24,Loc06,Year3,Loc06_Year3,Blk1,12.58667197
G24,Loc06,Year3,Loc06_Year3,Blk2,18.7890118
G24,Loc06,Year3,Loc06_Year3,Blk3,17.58410886
G24,Loc06,Year4,Loc06_Year4,Blk1,7.762879949
G24,Loc06,Year4,Loc06_Year4,Blk2,13.88909101
G24,Loc06,Year4,Loc06_Year4,Blk3,14.95822141
G24,Loc06,Year5,Loc06_Year5,Blk1,10.84791283
G24,Loc06,Year5,Loc06_Year5,Blk2,12.27436356
G24,Loc06,Year5,Loc06_Year5,Blk3,10.89956062
G25,Loc06,Year1,Loc06_Year1,Blk1,14.16755526
G25,Loc06,Year1,Loc06_Year1,Blk2,13.92507746
G25,Loc06,Year1,Loc06_Year1,Blk3,13.35687119
G25,Loc06,Year2,Loc06_Year2,Blk1,11.84962038
G25,Loc06,Year2,Loc06_Year2,Blk2,15.72336196
G25,Loc06,Year2,Loc06_Year2,Blk3,15.33050446
G25,Loc06,Year3,Loc06_Year3,Blk1,12.20245154
G25,Loc06,Year3,Loc06_Year3,Blk2,16.45460569
G25,Loc06,Year3,Loc06_Year3,Blk3,18.55200707
G25,Loc06,Year4,Loc06_Year4,Blk1,8.76120301
G25,Loc06,Year4,Loc06_Year4,Blk2,10.4899708
G25,Loc06,Year4,Loc06_Year4,Blk3,12.96739224
G25,Loc06,Year5,Loc06_Year5,Blk1,13.06201053
G25,Loc06,Year5,Loc06_Year5,Blk2,11.37502316
G25,Loc06,Year5,Loc06_Year5,Blk3,9.759976286
G26,Loc06,Year1,Loc06_Year1,Blk1,14.39453792
G26,Loc06,Year1,Loc06_Year1,Blk2,10.84211691
G26,Loc06,Year1,Loc06_Year1,Blk3,15.82116111
G26,Loc06,Year2,Loc06_Year2,Blk1,12.6269606
G26,Loc06,Year2,Loc06_Year2,Blk2,10.31955522
G26,Loc06,Year2,Loc06_Year2,Blk3,10.57102365
G26,Loc06,Year3,Loc06_Year3,Blk1,13.11750109
G26,Loc06,Year3,Loc06_Year3,Blk2,13.80226102
G26,Loc06,Year3,Loc06_Year3,Blk3,15.58872616
G26,Loc06,Year4,Loc06_Year4,Blk1,12.61150214
G26,Loc06,Year4,Loc06_Year4,Blk2,11.69881264
G26,Loc06,Year4,Loc06_Year4,Blk3,14.10721598
G26,Loc06,Year5,Loc06_Year5,Blk1,12.20932111
G26,Loc06,Year5,Loc06_Year5,Blk2,9.397599828
G26,Loc06,Year5,Loc06_Year5,Blk3,9.595525807
G27,Loc06,Year1,Loc06_Year1,Blk1,14.10690632
G27,Loc06,Year1,Loc06_Year1,Blk2,16.27248612
G27,Loc06,Year1,Loc06_Year1,Blk3,9.539042849
G27,Loc06,Year2,Loc06_Year2,Blk1,14.25505438
G27,Loc06,Year2,Loc06_Year2,Blk2,12.72976615
G27,Loc06,Year2,Loc06_Year2,Blk3,11.64298133
G27,Loc06,Year3,Loc06_Year3,Blk1,9.957981462
G27,Loc06,Year3,Loc06_Year3,Blk2,13.26928086
G27,Loc06,Year3,Loc06_Year3,Blk3,11.82695977
G27,Loc06,Year4,Loc06_Year4,Blk1,8.492760123
G27,Loc06,Year4,Loc06_Year4,Blk2,13.84579177
G27,Loc06,Year4,Loc06_Year4,Blk3,9.412590787
G27,Loc06,Year5,Loc06_Year5,Blk1,10.65886194
G27,Loc06,Year5,Loc06_Year5,Blk2,9.431117699
G27,Loc06,Year5,Loc06_Year5,Blk3,14.26404992
G28,Loc06,Year1,Loc06_Year1,Blk1,14.07105902
G28,Loc06,Year1,Loc06_Year1,Blk2,9.283798855
G28,Loc06,Year1,Loc06_Year1,Blk3,13.7871083
G28,Loc06,Year2,Loc06_Year2,Blk1,16.11350503
G28,Loc06,Year2,Loc06_Year2,Blk2,15.20014337
G28,Loc06,Year2,Loc06_Year2,Blk3,12.41067403
G28,Loc06,Year3,Loc06_Year3,Blk1,11.83750036
G28,Loc06,Year3,Loc06_Year3,Blk2,12.61853629
